,uriOrg,labelOrg,typesOrg,orgMainType,tot_members_number
663,http://www.wikidata.org/entity/Q16983719,Pratt Institute School of Information,information school | university,university,1
662,http://www.wikidata.org/entity/Q16943393,Amical Wikimedia,voluntary association | wikimedia thematic organization,not classified organisation,1
637,http://www.wikidata.org/entity/Q1665127,Institut Universitaire de France,institute,research organisation,1
700,http://www.wikidata.org/entity/Q1740534,Vinmonopolet,alcohol monopoly | business | state-owned enterprise,company or gov. agency,1
659,http://www.wikidata.org/entity/Q1687719,University of Provence - Aix-Marseille I,open-access publisher | university in france,university,1
638,http://www.wikidata.org/entity/Q1665263,Institute of Netherlands History,research institute,research organisation,1
639,http://www.wikidata.org/entity/Q16677194,Société archéologique et historique de l'Orléanais,organization,not classified organisation,1
656,http://www.wikidata.org/entity/Q16873232,Parlementair Documentatie Centrum,institute,research organisation,1
655,http://www.wikidata.org/entity/Q16843651,Advance HE,charitable organization | organization,not classified organisation,1
641,http://www.wikidata.org/entity/Q16677300,"Société historique et archéologique de Pontoise, du Val-d'Oise et du Vexin",historical society,learned society,1
642,http://www.wikidata.org/entity/Q16677316,Société royale d'histoire et d'archéologie de Tournai,learned society | organization,learned society,1
643,http://www.wikidata.org/entity/Q16680888,Nikolay engineering school,school,educational institution,1
644,http://www.wikidata.org/entity/Q166861,Cistercians,first order | monastic order,not classified organisation,1
645,http://www.wikidata.org/entity/Q16692671,Rossiĭskoe obshchestvo istorikov-arkhivistov,medical check-up,not classified organisation,1
649,http://www.wikidata.org/entity/Q16736135,Canadian Authors Association,organization,not classified organisation,1
648,http://www.wikidata.org/entity/Q16735529,Fundamental library of the Belarusian State University,library,not classified organisation,1
646,http://www.wikidata.org/entity/Q1670994,National Library of Scotland,library | national archives | national library,not classified organisation,1
660,http://www.wikidata.org/entity/Q16932537,Royal Heraldry Society of Canada,heraldic society,learned society,1
699,http://www.wikidata.org/entity/Q17347133,Médiathèque de l'agglomération troyenne,municipal library,not classified organisation,1
698,http://www.wikidata.org/entity/Q17317993,"Museum Nord, Narvik",museum,scientific organisation,1
697,http://www.wikidata.org/entity/Q17301412,Reial Societat Arqueològica Tarraconense,cultural association | medical check-up,not classified organisation,1
696,http://www.wikidata.org/entity/Q17301097,IES Ramon Llull,ies,not classified organisation,1
628,http://www.wikidata.org/entity/Q1658883,University of Białystok,open-access publisher | university,university,1
630,http://www.wikidata.org/entity/Q16624473,Real Academia Extremeña de las Letras y las Artes,academy,learned society,1
693,http://www.wikidata.org/entity/Q1724971,National Archives of Sweden,national archives | swedish government agency,company or gov. agency,1
692,http://www.wikidata.org/entity/Q1720153,Schule für Erwachsenenbildung,kolleg | q20197976 | school,educational institution,1
691,http://www.wikidata.org/entity/Q17195223,Aars og Voss' skole,school,educational institution,1
631,http://www.wikidata.org/entity/Q16634762,Second Moscow Cadet Corps,cadet corps,not classified organisation,1
689,http://www.wikidata.org/entity/Q17187015,"Real Academia Hispano Americana de Ciencias, Artes y Letras",institute,research organisation,1
688,http://www.wikidata.org/entity/Q1718304,KÖHV Leopoldina Innsbruck,studentenverbindung,not classified organisation,1
635,http://www.wikidata.org/entity/Q1664768,Institut de recherche et d'histoire des textes,research institute | unité propre de recherche,research organisation,1
632,http://www.wikidata.org/entity/Q16641369,Q16641369,organization,not classified organisation,1
634,http://www.wikidata.org/entity/Q1664747,Institut Papst Benedikt XVI.,publishing company,company or gov. agency,1
684,http://www.wikidata.org/entity/Q1718127,KDStV Sauerlandia Münster,voluntary association,not classified organisation,1
683,http://www.wikidata.org/entity/Q1718100,K. D. St. V. Ascania Bonn,studentenverbindung,not classified organisation,1
682,http://www.wikidata.org/entity/Q1716815,Jewish Community of Berlin,library | qahal,not classified organisation,1
681,http://www.wikidata.org/entity/Q17156946,Archivo Municipal de Hospitalet de Llobregat,municipal archive,not classified organisation,1
680,http://www.wikidata.org/entity/Q17156934,Q17156934,archive,not classified organisation,1
679,http://www.wikidata.org/entity/Q17156873,Státní oblastní archiv v Hradci Králové,state regional archive (czechia),not classified organisation,1
678,http://www.wikidata.org/entity/Q17152396,Arxiu Històric de Lleida,archive,not classified organisation,1
677,http://www.wikidata.org/entity/Q17152388,Diocesan Archive of Girona,archive,not classified organisation,1
676,http://www.wikidata.org/entity/Q17152387,diocesan archive of Barcelona,diocesan archive,not classified organisation,1
675,http://www.wikidata.org/entity/Q17144385,Royal Nova Scotia Historical Society,organization | society,learned society,1
674,http://www.wikidata.org/entity/Q1714370,Theologische Fakultät Trier,catholic theological faculty,university,1
687,http://www.wikidata.org/entity/Q1718293,Imperial and Royal Technical Military Academy,military academy,educational institution,1
844,http://www.wikidata.org/entity/Q19910974,Archives of the Ministry of Justice of the Russian Empire,archive,not classified organisation,1
843,http://www.wikidata.org/entity/Q19908693,Novgorod Provincial Scientific Archival Commission,organization,not classified organisation,1
842,http://www.wikidata.org/entity/Q19908104,Q19908104,voluntary association,not classified organisation,1
841,http://www.wikidata.org/entity/Q19900592,Association Amici del Museo delle Grigne,voluntary association,not classified organisation,1
562,http://www.wikidata.org/entity/Q15646805,Q15646805,architectural landmark | school,educational institution,1
839,http://www.wikidata.org/entity/Q1987282,University of Rennes,university in france,university,1
838,http://www.wikidata.org/entity/Q19833040,Departmental archives of Val-de-Marne,archive | departmental archives,not classified organisation,1
837,http://www.wikidata.org/entity/Q19817771,"St. John's College, Johannesburg",lyceum,not classified organisation,1
836,http://www.wikidata.org/entity/Q1981482,Library of the Russian Academy of Sciences,architectural landmark | library,not classified organisation,1
835,http://www.wikidata.org/entity/Q1973040,Kiev Theological Academy,educational institution,educational institution,1
834,http://www.wikidata.org/entity/Q1971626,Naturwissenschaftlicher und Historischer Verein für das Land Lippe,historical society,learned society,1
833,http://www.wikidata.org/entity/Q1969296,Nationalsozialistischer Altherrenbund,medical check-up,not classified organisation,1
760,http://www.wikidata.org/entity/Q18416441,Biblioteca comunale Giosuè Carducci di Spoleto,library of an italian territorial body | public library,not classified organisation,1
568,http://www.wikidata.org/entity/Q1571846,Council for the Protection of Struggle and Martyrdom Sites,government agency,company or gov. agency,1
830,http://www.wikidata.org/entity/Q1967499,Women's Social and Political Union,organization | political movement | women's organization,not classified organisation,1
828,http://www.wikidata.org/entity/Q1966921,National American Woman Suffrage Association,organization,not classified organisation,1
827,http://www.wikidata.org/entity/Q19607653,Arquivo Histórico de Moçambique,national archives | public archive,not classified organisation,1
570,http://www.wikidata.org/entity/Q15735556,Wikimedia Czech Republic,medical check-up | wikimedia chapter,not classified organisation,1
825,http://www.wikidata.org/entity/Q19606461,Departmental archives of Gers,departmental archives,not classified organisation,1
824,http://www.wikidata.org/entity/Q19606460,Departmental archives of Gard,departmental archives,not classified organisation,1
823,http://www.wikidata.org/entity/Q19606459,Departmental archives of Bas-Rhin,departmental archives,not classified organisation,1
822,http://www.wikidata.org/entity/Q19606457,Departmental archives of Landes,departmental archives,not classified organisation,1
821,http://www.wikidata.org/entity/Q19606452,Departmental archives of Saône-et-Loire,departmental archives,not classified organisation,1
820,http://www.wikidata.org/entity/Q19606446,Departmental archives of Haute-Loire,departmental archives,not classified organisation,1
571,http://www.wikidata.org/entity/Q15735993,Benediktinergymnasium Meran,school | school building,educational institution,1
818,http://www.wikidata.org/entity/Q19606438,Departmental archives of Ariège,departmental archives,not classified organisation,1
563,http://www.wikidata.org/entity/Q15649796,Academy of Arts (West Berlin),academy | former entity,learned society,1
873,http://www.wikidata.org/entity/Q20548721,Fundación Pedro Barrié,foundation,not classified organisation,1
872,http://www.wikidata.org/entity/Q20511805,Muradian school,school | school building,educational institution,1
871,http://www.wikidata.org/entity/Q2050413,Q2050413,school,educational institution,1
870,http://www.wikidata.org/entity/Q20434493,Sava Šumanović Art Gallery,art gallery | heritage site,not classified organisation,1
555,http://www.wikidata.org/entity/Q15547069,Historical Provincial Archive of Huesca,archive,not classified organisation,1
868,http://www.wikidata.org/entity/Q2038639,Van Eeghen family,family,not classified organisation,1
867,http://www.wikidata.org/entity/Q2037262,Lviv National Museum,art museum | national museum,scientific organisation,1
866,http://www.wikidata.org/entity/Q2037040,University of Alicante,open-access publisher | public university,public university,1
865,http://www.wikidata.org/entity/Q2032666,Union of Belarusian Writers,art society | non-governmental organization | writers union,learned society,1
556,http://www.wikidata.org/entity/Q1558099,Gymnasium Dresden-Plauen,gymnasium | school building,educational institution,1
863,http://www.wikidata.org/entity/Q2031051,Perm State University,national research university | open-access publisher,university,1
862,http://www.wikidata.org/entity/Q2030806,National Writers' Union of Ukraine,writers union,not classified organisation,1
845,http://www.wikidata.org/entity/Q1994066,State Archives in Brussels,archive,not classified organisation,1
558,http://www.wikidata.org/entity/Q1558232,Gymnasium St. Augustin,fürstenschule | gymnasium,educational institution,1
859,http://www.wikidata.org/entity/Q202660,Collège de France,archive | higher education institution | library,educational institution,1
858,http://www.wikidata.org/entity/Q20265570,University of East Berlin,university,university,1
559,http://www.wikidata.org/entity/Q1559836,Göttinger Wingolf,voluntary association,not classified organisation,1
856,http://www.wikidata.org/entity/Q201787,Swiss National Library,archive | national library,not classified organisation,1
855,http://www.wikidata.org/entity/Q2016624,Sint-Jan Berchmanscollege,jesuit school,educational institution,1
854,http://www.wikidata.org/entity/Q201492,McGill University,open-access publisher | public research university | university in quebec,university,1
853,http://www.wikidata.org/entity/Q20105241,La Colla de Sabadell,artist collective,not classified organisation,1
852,http://www.wikidata.org/entity/Q2006158,Nymphenburger Schulen,school center,educational institution,1
850,http://www.wikidata.org/entity/Q20035076,Polish Historical Society of Great Britain,organization,not classified organisation,1
849,http://www.wikidata.org/entity/Q2000147,Pierre Mendès-France University,university in france,university,1
848,http://www.wikidata.org/entity/Q199698,Ukrainian Wikipedia,wikipedia language edition,not classified organisation,1
847,http://www.wikidata.org/entity/Q1996069,Musée de l'Armée,military museum | national museum,scientific organisation,1
557,http://www.wikidata.org/entity/Q1558169,Gymnasium Leopoldinum (Detmold),gymnasium,educational institution,1
584,http://www.wikidata.org/entity/Q1596484,Heinrich-von-Gagern-Gymnasium,school,educational institution,1
785,http://www.wikidata.org/entity/Q18920590,State Regional Archives Litoměřice,state regional archive (czechia),not classified organisation,1
784,http://www.wikidata.org/entity/Q1889428,Musée des monuments français,architectural museum,scientific organisation,1
783,http://www.wikidata.org/entity/Q188370,Marquette University,private not-for-profit educational institution | university,university,1
585,http://www.wikidata.org/entity/Q15975306,House of Medinaceli,dynasty,not classified organisation,1
781,http://www.wikidata.org/entity/Q18808658,Azerbaijan National State Archive of Literature and Art named after Salman Mumtaz,art archive | literary archive,not classified organisation,1
587,http://www.wikidata.org/entity/Q1602963,Hessisches Hauptstaatsarchiv,state archives,not classified organisation,1
779,http://www.wikidata.org/entity/Q18785450,Departmental archives of Côtes-d'Armor,departmental archives,not classified organisation,1
778,http://www.wikidata.org/entity/Q18758814,Hungarian Jewish Museum and Archives,archive | museum,scientific organisation,1
777,http://www.wikidata.org/entity/Q1875418,Ludwigsgymnasium Saarbrücken,gymnasium,educational institution,1
589,http://www.wikidata.org/entity/Q1604022,Beijing Normal University,higher education institution directly under ministry of education of the people’s republic of china | public university | vice-ministerial level university,public university,1
775,http://www.wikidata.org/entity/Q18696290,Institut Pere Vives i Vich,catalonia institute | school building,research organisation,1
817,http://www.wikidata.org/entity/Q1959511,National Research University – Higher School of Economics,educational institution | national research university | open-access publisher | public university,public university,1
773,http://www.wikidata.org/entity/Q18650004,Central Committee of the Socialist Unity Party of Germany,central committee,not classified organisation,1
590,http://www.wikidata.org/entity/Q1605513,Wagner College,college | private not-for-profit educational institution,educational institution,1
771,http://www.wikidata.org/entity/Q18627020,Viljandi Kesklinn School,general education school,educational institution,1
770,http://www.wikidata.org/entity/Q18615487,University of Zaragoza Library,academic library,not classified organisation,1
769,http://www.wikidata.org/entity/Q18613720,Spanish Association of Friends of Castles,spanish association,not classified organisation,1
768,http://www.wikidata.org/entity/Q186047,Valparaiso University,open-access publisher | private not-for-profit educational institution | private university,private university,1
591,http://www.wikidata.org/entity/Q1610731,Landesarchiv Berlin,archive | collection | library,not classified organisation,1
766,http://www.wikidata.org/entity/Q1858310,Pontifical University of John Paul II,pontifical university,university,1
765,http://www.wikidata.org/entity/Q1857081,Nationaal Archief,national archives,not classified organisation,1
764,http://www.wikidata.org/entity/Q1856423,University of the Republic,public university,public university,1
592,http://www.wikidata.org/entity/Q16115135,"Faculty of Philosophy, University of Zadar",faculty,university,1
762,http://www.wikidata.org/entity/Q18511732,Ieper City Archives,archive | municipal archive,not classified organisation,1
594,http://www.wikidata.org/entity/Q1614474,Volgograd State Pedagogical University,university,university,1
774,http://www.wikidata.org/entity/Q1865003,Lithuanian Academy of Sciences,academy of sciences | national academy,academy of sciences,1
816,http://www.wikidata.org/entity/Q1958977,Münchner Neueste Nachrichten,newspaper,not classified organisation,1
815,http://www.wikidata.org/entity/Q1957451,Q1957451,newspaper,not classified organisation,1
814,http://www.wikidata.org/entity/Q195668,Queen Mary University of London,constituent college | educational organization | higher education institution | public research university,university,1
813,http://www.wikidata.org/entity/Q19521211,Amis des monuments rouennais,organization,not classified organisation,1
812,http://www.wikidata.org/entity/Q194445,Cairo University,public university | university,public university,1
811,http://www.wikidata.org/entity/Q194223,University of Buenos Aires,open-access publisher | public university,public university,1
810,http://www.wikidata.org/entity/Q1940803,Mid Sweden University,open-access publisher | swedish government agency | university,university,1
809,http://www.wikidata.org/entity/Q19406829,Departmental archives of Vendée,departmental archives,not classified organisation,1
572,http://www.wikidata.org/entity/Q157412,Gray's Inn,inns of court,not classified organisation,1
807,http://www.wikidata.org/entity/Q1938003,Phi Beta Kappa Society,academic publisher | honor society | learned society | organization,learned society,1
575,http://www.wikidata.org/entity/Q1576370,Landsmannschaft Zaringia Heidelberg,landsmannschaft,not classified organisation,1
805,http://www.wikidata.org/entity/Q19368267,Seminari Major,building | catholic seminary,not classified organisation,1
576,http://www.wikidata.org/entity/Q1576779,Italian School of Archaeology at Athens,educational institution | organization | research institute,educational institution,1
787,http://www.wikidata.org/entity/Q1902016,Marlborough College,boarding school | independent school | school building,educational institution,1
578,http://www.wikidata.org/entity/Q158158,TUD Dresden University of Technology,organization | public research university | public university | university of applied sciences | university of excellence,public university,1
801,http://www.wikidata.org/entity/Q1933896,Stockholm City Museum,city museum | local museum,scientific organisation,1
800,http://www.wikidata.org/entity/Q1933558,University Toulouse - Jean Jaurès,open-access publisher | university in france,university,1
799,http://www.wikidata.org/entity/Q1932957,University of Opole,open-access publisher | public university,public university,1
579,http://www.wikidata.org/entity/Q15853023,Vitodurania,altherrenverein | schülerverbindung,not classified organisation,1
797,http://www.wikidata.org/entity/Q192964,Istanbul University,open-access publisher | public university,public university,1
796,http://www.wikidata.org/entity/Q192539,University of Zulia,open-access publisher | public university,public university,1
580,http://www.wikidata.org/entity/Q1587628,National Museum of Ceramics,museum,scientific organisation,1
792,http://www.wikidata.org/entity/Q19118066,Mahili͡oŭski Belaruskii Kamitėt,non-governmental organization,company or gov. agency,1
791,http://www.wikidata.org/entity/Q190609,Institut für Kulturpflanzenforschung Gatersleben,research institute,research organisation,1
790,http://www.wikidata.org/entity/Q19057116,Scientific library of Ivan Franko National University of Lviv,library,not classified organisation,1
789,http://www.wikidata.org/entity/Q190353,Sovereign Military Order of Malta,catholic order | hospitaller order | religious military order | subject of international law,not classified organisation,1
788,http://www.wikidata.org/entity/Q190310,Infantry School of the Reichswehr,military unit | school,educational institution,1
577,http://www.wikidata.org/entity/Q15807030,Archaeology Museum of Catalonia (Barcelona),archaeological museum,scientific organisation,1
1417,http://www.wikidata.org/entity/Q348150,Freikorps Oberland,q61415303,not classified organisation,1
1416,http://www.wikidata.org/entity/Q3481268,Shakespeare Birthplace Trust,archive | foundation,not classified organisation,1
1415,http://www.wikidata.org/entity/Q3480450,French Interministerial Service of Archives,patrimonial administration | public service,not classified organisation,1
1414,http://www.wikidata.org/entity/Q3456578,Réseau Morhange,network or movement of the french resistance,not classified organisation,1
1413,http://www.wikidata.org/entity/Q3456217,Rénovation wallonne,political movement,not classified organisation,1
1412,http://www.wikidata.org/entity/Q3446076,Bridgewater State University,academic publisher | public educational institution of the united states | university,university,1
320,http://www.wikidata.org/entity/Q1240096,Hyderabad State,former administrative territorial entity | historical country,not classified organisation,1
1410,http://www.wikidata.org/entity/Q3445232,"Faculty of Humanities and Social Sciences, University of Zagreb",faculty of humanities | philosophy faculty,university,1
1408,http://www.wikidata.org/entity/Q3439770,Astrakhan State University,university,university,1
322,http://www.wikidata.org/entity/Q1242703,Pázmány Péter Catholic University Faculty of Theology,catholic theological faculty | seminary,university,1
323,http://www.wikidata.org/entity/Q124354,Bauhaus,architectural style | art movement | arts educational institution | institution,educational institution,1
1405,http://www.wikidata.org/entity/Q341134,Česká televize,enterprise | film production company | organization | public broadcaster | publishing company,company or gov. agency,1
1102,http://www.wikidata.org/entity/Q27490201,Archives of Contemporary History,memory institution | private archive | specialized archive,not classified organisation,1
1403,http://www.wikidata.org/entity/Q3399138,Royal Swedish Society of Naval Sciences,organization,not classified organisation,1
324,http://www.wikidata.org/entity/Q1243705,University of Modena and Reggio Emilia,university,university,1
1401,http://www.wikidata.org/entity/Q3392522,Plon,publishing company,company or gov. agency,1
1400,http://www.wikidata.org/entity/Q338481,Academy of Fine Arts of Rome,academy of fine arts,learned society,1
325,http://www.wikidata.org/entity/Q1244726,Wolfson College,college of the university of cambridge | university building,university,1
329,http://www.wikidata.org/entity/Q125142884,Q125142884,q125142912,not classified organisation,1
331,http://www.wikidata.org/entity/Q125449084,ANAGEP,voluntary association,not classified organisation,1
332,http://www.wikidata.org/entity/Q125520730,Cirva,arts center,not classified organisation,1
333,http://www.wikidata.org/entity/Q1256618,Sapientia College of Theology of Religious Orders,college,educational institution,1
1393,http://www.wikidata.org/entity/Q337480,Académie Julian,art academy | educational organization,educational institution,1
1392,http://www.wikidata.org/entity/Q3374782,Pennsylvania Historical and Museum Commission,government agency,company or gov. agency,1
334,http://www.wikidata.org/entity/Q1256981,San Francisco State University,public educational institution of the united states | university,university,1
335,http://www.wikidata.org/entity/Q1257946,Tallinn University,open-access publisher | public university,public university,1
1404,http://www.wikidata.org/entity/Q3402572,Presses de l'Université Laval,university press,university,1
306,http://www.wikidata.org/entity/Q12334785,Q12334785,gymnasium,educational institution,1
1445,http://www.wikidata.org/entity/Q3488389,Société historique et archéologique du Périgord,learned society,learned society,1
1444,http://www.wikidata.org/entity/Q3488386,Société historique et archéologique de l'Orne,learned society,learned society,1
1443,http://www.wikidata.org/entity/Q3488383,Montreal Historical Society,medical check-up,not classified organisation,1
308,http://www.wikidata.org/entity/Q12337495,Q12337495,gymnasium,educational institution,1
309,http://www.wikidata.org/entity/Q12341289,Q12341289,newspaper,not classified organisation,1
1440,http://www.wikidata.org/entity/Q3488183,"Société des sciences, des arts et des lettres du Hainaut",organization,not classified organisation,1
1439,http://www.wikidata.org/entity/Q3488182,Lille Academy of Sciences,learned society,learned society,1
312,http://www.wikidata.org/entity/Q1235608,Paris Diderot University,university in france,university,1
315,http://www.wikidata.org/entity/Q1237028,Theodor-Heuss-Schule Reutlingen,school | vocational school | wirtschaftsgymnasium,educational institution,1
316,http://www.wikidata.org/entity/Q12376416,Tartu Governorate Gymnasium,gymnasium,educational institution,1
1433,http://www.wikidata.org/entity/Q3487967,Société de l'histoire du protestantisme français,learned society,learned society,1
319,http://www.wikidata.org/entity/Q123946406,Q123946406,museum,scientific organisation,1
1431,http://www.wikidata.org/entity/Q3487872,Société d'études scientifiques de l'Aude,learned society,learned society,1
1430,http://www.wikidata.org/entity/Q3487855,Société d'émulation du Bourbonnais,learned society,learned society,1
1429,http://www.wikidata.org/entity/Q3487853,Société d'émulation des Côtes-d'Armor,learned society,learned society,1
1428,http://www.wikidata.org/entity/Q3487849,Société d'émulation d'Abbeville,learned society,learned society,1
1427,http://www.wikidata.org/entity/Q3487829,Société d'histoire et d'archéologie de la Lorraine,learned society,learned society,1
1426,http://www.wikidata.org/entity/Q3487783,Société d'archéologie et d'histoire de la Mayenne,learned society,learned society,1
1425,http://www.wikidata.org/entity/Q3487782,"Société d'archéologie, de littérature, sciences et arts d'Avranches, Mortain et Granville",learned society,learned society,1
317,http://www.wikidata.org/entity/Q12376451,Tartu Tamme Upper Secondary School,general education school,educational institution,1
1423,http://www.wikidata.org/entity/Q3487684,Archeological Society of Southern France,historical society,learned society,1
1422,http://www.wikidata.org/entity/Q3487683,"Société archéologique, historique, littéraire et scientifique du Gers",learned society,learned society,1
318,http://www.wikidata.org/entity/Q123885,Royal Society,academy of sciences | learned society | national academy | open-access publisher | organization | publishing company,learned society,1
1420,http://www.wikidata.org/entity/Q3487680,Société archéologique de Touraine,learned society,learned society,1
1419,http://www.wikidata.org/entity/Q3487610,"Société académique d'agriculture, des sciences, arts et belles-lettres du département de l'Aube",learned society,learned society,1
1432,http://www.wikidata.org/entity/Q3487874,Société d'études scientifiques et archéologiques de Draguignan et du Var,learned society,learned society,1
345,http://www.wikidata.org/entity/Q1276338,Keble College,college of the university of oxford | university building,university,1
1358,http://www.wikidata.org/entity/Q3268583,Lycée Bartholdi,lycée,not classified organisation,1
1357,http://www.wikidata.org/entity/Q3268582,Lycée Balzac,lycée,not classified organisation,1
1356,http://www.wikidata.org/entity/Q3268566,Lycée Alphonse Daudet,educational facility,research facility,1
1355,http://www.wikidata.org/entity/Q3268540,Lycée Jules-Ferry,educational facility | lycée | public school,research facility,1
1352,http://www.wikidata.org/entity/Q3237793,Liberty,brick and mortar | department store | enterprise | organization,not classified organisation,1
1351,http://www.wikidata.org/entity/Q3230500,Q3230500,learned society,learned society,1
1350,http://www.wikidata.org/entity/Q32286393,Higher Council of French Citizens Abroad,commission and consultative or deliberative ministerial body,not classified organisation,1
348,http://www.wikidata.org/entity/Q1277393,National Museum of Serbia,national museum,scientific organisation,1
1348,http://www.wikidata.org/entity/Q3217284,hogereburgerschool,educational institution,educational institution,1
1346,http://www.wikidata.org/entity/Q320646,Großdeutscher Rundfunk,radio propaganda | radio station,not classified organisation,1
350,http://www.wikidata.org/entity/Q12788901,Faculty of Arts,faculty,university,1
1389,http://www.wikidata.org/entity/Q337382,Acadia University,university,university,1
351,http://www.wikidata.org/entity/Q127934926,Q127934926,medical check-up,not classified organisation,1
352,http://www.wikidata.org/entity/Q127935292,Q127935292,medical check-up,not classified organisation,1
1341,http://www.wikidata.org/entity/Q319078,University of Melbourne,open-access publisher | public university,public university,1
1340,http://www.wikidata.org/entity/Q318815,Bergier commission,panel,not classified organisation,1
1339,http://www.wikidata.org/entity/Q3182956,Canterbury Christ Church University,charitable organization | educational organization | higher education institution | university,university,1
353,http://www.wikidata.org/entity/Q127990,Australian National University,government body of australia | production company | public university,public university,1
354,http://www.wikidata.org/entity/Q128260,St Edward's School,boarding school | independent school | school,educational institution,1
356,http://www.wikidata.org/entity/Q1284960,Edith Cowan University,public university,public university,1
1334,http://www.wikidata.org/entity/Q316193,The Gorbachev Foundation,pressure group,not classified organisation,1
357,http://www.wikidata.org/entity/Q1285398,Tiroler Landesarchiv,archive,not classified organisation,1
1332,http://www.wikidata.org/entity/Q3152816,Institution Notre-Dame de Sainte-Croix,classe préparatoire aux grandes écoles | school,educational institution,1
1331,http://www.wikidata.org/entity/Q3152812,Institution Jean-Paul-II,catholic school | educational institution,educational institution,1
358,http://www.wikidata.org/entity/Q1286330,KaV Marco-Danubia Wien,studentenverbindung,not classified organisation,1
1344,http://www.wikidata.org/entity/Q320283,Chamber of Deputies,chamber of deputies | elected legislative house | parliament,not classified organisation,1
336,http://www.wikidata.org/entity/Q12632650,"Faculty of Croatian Studies, University of Zagreb",faculty,university,1
1387,http://www.wikidata.org/entity/Q3354774,University of Oslo Library,academic library | open-access publisher,company or gov. agency,1
1386,http://www.wikidata.org/entity/Q3345265,Nouvelles de l'estampe,academic journal,company or gov. agency,1
337,http://www.wikidata.org/entity/Q126414682,Fachschule für Archivwesen,educational institution | specialized educational institution,educational institution,1
1384,http://www.wikidata.org/entity/Q3330804,Musée social,defunct museum | think tank,scientific organisation,1
1383,http://www.wikidata.org/entity/Q3330592,Lund University Historical Museum,architectural ensemble | museum | natural history museum,scientific organisation,1
1381,http://www.wikidata.org/entity/Q3317663,Mobilier national,organization,not classified organisation,1
1379,http://www.wikidata.org/entity/Q33038856,Sociedad de Amigos de Portugal,cultural association,not classified organisation,1
340,http://www.wikidata.org/entity/Q126911391,Knesset Archives,archive | state institutional archive,not classified organisation,1
341,http://www.wikidata.org/entity/Q126925799,Inkweed Studios,company,company or gov. agency,1
342,http://www.wikidata.org/entity/Q12728073,Faculty of History of the University of Bucharest,faculty of history | unibuc faculty,university,1
1375,http://www.wikidata.org/entity/Q3285345,Manchester Literary and Philosophical Society,charitable organization | learned society | limited company,learned society,1
1360,http://www.wikidata.org/entity/Q3268614,Lycée Carnot,lycée | school building,educational institution,1
1373,http://www.wikidata.org/entity/Q328,English Wikipedia,wikipedia language edition,not classified organisation,1
1372,http://www.wikidata.org/entity/Q3277885,Musée des Beaux-Arts d'Angers,art museum,scientific organisation,1
1371,http://www.wikidata.org/entity/Q3273124,Punahou School,university-preparatory school,university,1
1370,http://www.wikidata.org/entity/Q3268987,Lycée Voltaire,lycée,not classified organisation,1
1369,http://www.wikidata.org/entity/Q3268972,Lycée Victor Duruy,cité scolaire | educational facility | lycée,research facility,1
1368,http://www.wikidata.org/entity/Q3268936,lycée Saint-Stanislas,classe préparatoire aux grandes écoles | college in france | lycée,educational institution,1
1367,http://www.wikidata.org/entity/Q3268926,Lycée Saint-Louis-de-Gonzague,educational facility,research facility,1
1366,http://www.wikidata.org/entity/Q3268864,Lycee Notre-Dame Saint-Sigisbert,catholic university,university,1
344,http://www.wikidata.org/entity/Q12759585,Serbian Archaeological Society,learned society,learned society,1
1364,http://www.wikidata.org/entity/Q3268696,lycée Georges-Clemenceau,public school | secondary school | établissement public local d'enseignement,educational institution,1
1363,http://www.wikidata.org/entity/Q3268690,Lycée Gay-Lussac,educational facility,research facility,1
1362,http://www.wikidata.org/entity/Q3268678,Lycée Fustel-de-Coulanges (Strasbourg),educational facility | lycée,research facility,1
1361,http://www.wikidata.org/entity/Q3268643,Lycée Descartes,educational facility,research facility,1
343,http://www.wikidata.org/entity/Q12728079,Faculty of Letters (Bucharest University),unibuc faculty,university,1
1534,http://www.wikidata.org/entity/Q4059245,Academy of Social Sciences of the Central Committee of CPSU,academy,learned society,1
1533,http://www.wikidata.org/entity/Q4058260,Azerbaijan State Pedagogical University,university,university,1
1532,http://www.wikidata.org/entity/Q4027,Jean Moulin University - Lyon 3,university in france,university,1
1531,http://www.wikidata.org/entity/Q40236085,Image Archive of ETH Library,image database | memory institution | photo archive | photo library | specialized archive | university archive,university,1
1530,http://www.wikidata.org/entity/Q400422,Saratov State University,building complex | national research university,university,1
273,http://www.wikidata.org/entity/Q12168435,CSAFU,archive,not classified organisation,1
1528,http://www.wikidata.org/entity/Q3991656,González Byass,business,company or gov. agency,1
1527,http://www.wikidata.org/entity/Q3963255,Spanish Society of Vexillology,medical check-up | vexillological society,learned society,1
274,http://www.wikidata.org/entity/Q121863083,Graeca,voluntary association,not classified organisation,1
1525,http://www.wikidata.org/entity/Q392904,Polytechnic University of Milan,institute of technology | organization,institute of technology,1
1524,http://www.wikidata.org/entity/Q392667,Wake Forest University,private not-for-profit educational institution | university,university,1
275,http://www.wikidata.org/entity/Q121863608,Graeca,voluntary association,not classified organisation,1
1448,http://www.wikidata.org/entity/Q3488454,"Société libre d'agriculture, sciences, arts et belles-lettres de l'Eure",learned society,learned society,1
1521,http://www.wikidata.org/entity/Q3918572,Belarusian Institute of Arts and Sciences,organization | publishing company,company or gov. agency,1
1520,http://www.wikidata.org/entity/Q3918424,Yakub Kolas Central Scientific Library,library,not classified organisation,1
