uriPer,labelPer,birthYear,relaType,uriOrg,labelOrg,nTypes,typesOrg,periods,listTypesOrg
http://www.wikidata.org/entity/Q890945,Bohumir Četyna,1906,membership,http://www.wikidata.org/entity/Q96070292,Svaz českých spisovatelů,1,writers union,1881-1910,['writers union']
http://www.wikidata.org/entity/Q890945,Bohumir Četyna,1906,education,http://www.wikidata.org/entity/Q31519,Charles University,5,czech research institution | organization | public university | publishing company | university,1881-1910,"['czech research institution', 'organization', 'public university', 'publishing company', 'university']"
http://www.wikidata.org/entity/Q894721,Botho Brachmann,1930,employment,http://www.wikidata.org/entity/Q152087,Humboldt-Universität zu Berlin,4,comprehensive university | open-access publisher | public research university | university of excellence,1911-1940,"['comprehensive university', 'open-access publisher', 'public research university', 'university of excellence']"
http://www.wikidata.org/entity/Q8962378,Francisco González Prieto,1859,membership,http://www.wikidata.org/entity/Q9066977,Q9066977,1,academy,1851-1880,['academy']
http://www.wikidata.org/entity/Q89914,Bernhart Jähnig,1941,employment,http://www.wikidata.org/entity/Q153006,Freie Universität Berlin,4,comprehensive university | open-access publisher | public research university | university of excellence,1941-1970,"['comprehensive university', 'open-access publisher', 'public research university', 'university of excellence']"
http://www.wikidata.org/entity/Q89914,Bernhart Jähnig,1941,education,http://www.wikidata.org/entity/Q636031,Archivschule Marburg,3,landesbetrieb | public university | university of applied sciences,1941-1970,"['landesbetrieb', 'public university', 'university of applied sciences']"
http://www.wikidata.org/entity/Q89914,Bernhart Jähnig,1941,membership,http://www.wikidata.org/entity/Q12360160,Baltic Historical Commission,2,historical commission for eastern europe | learned society,1941-1970,"['historical commission for eastern europe', 'learned society']"
http://www.wikidata.org/entity/Q9011606,Jesús Eduard Alonso López,1958,education,http://www.wikidata.org/entity/Q383568,University of Valencia,2,open-access publisher | public university,1941-1970,"['open-access publisher', 'public university']"
http://www.wikidata.org/entity/Q9011606,Jesús Eduard Alonso López,1958,membership,http://www.wikidata.org/entity/Q93263572,Associació d'arxivers i gestors de documents valencians,3,association | medical check-up | professional association,1941-1970,"['association', 'medical check-up', 'professional association']"
http://www.wikidata.org/entity/Q90130520,Clara Parramon Homs,1948,employment,http://www.wikidata.org/entity/Q17156946,Archivo Municipal de Hospitalet de Llobregat,1,municipal archive,1941-1970,['municipal archive']
http://www.wikidata.org/entity/Q90130520,Clara Parramon Homs,1948,membership,http://www.wikidata.org/entity/Q21707375,Centre d'Estudis de l'Hospitalet,2,organization | study center,1941-1970,"['organization', 'study center']"
http://www.wikidata.org/entity/Q90130520,Clara Parramon Homs,1948,membership,http://www.wikidata.org/entity/Q5315855,Duoda Women’s Research Centre,1,research center,1941-1970,['research center']
http://www.wikidata.org/entity/Q90130520,Clara Parramon Homs,1948,employment,http://www.wikidata.org/entity/Q43452,Autonomous University of Barcelona,3,open-access publisher | organization | public university,1941-1970,"['open-access publisher', 'organization', 'public university']"
http://www.wikidata.org/entity/Q9013213,Josep Maria Martí i Bonet,1937,employment,http://www.wikidata.org/entity/Q17152387,diocesan archive of Barcelona,1,diocesan archive,1911-1940,['diocesan archive']
http://www.wikidata.org/entity/Q9013213,Josep Maria Martí i Bonet,1937,education,http://www.wikidata.org/entity/Q467025,Pontifical Gregorian University,2,jesuit university | pontifical university,1911-1940,"['jesuit university', 'pontifical university']"
http://www.wikidata.org/entity/Q9013213,Josep Maria Martí i Bonet,1937,education,http://www.wikidata.org/entity/Q179501,Pontifical University of Salamanca,3,open-access publisher | pontifical university | private university,1911-1940,"['open-access publisher', 'pontifical university', 'private university']"
http://www.wikidata.org/entity/Q9013213,Josep Maria Martí i Bonet,1937,membership,http://www.wikidata.org/entity/Q67640204,Asociación de Archiveros de la Iglesia de España,2,professional association | voluntary association,1911-1940,"['professional association', 'voluntary association']"
http://www.wikidata.org/entity/Q9013708,José Berruezo Ramírez,1912,membership,http://www.wikidata.org/entity/Q2720582,Royal Academy of History,3,academy | archive | publishing company,1911-1940,"['academy', 'archive', 'publishing company']"
http://www.wikidata.org/entity/Q9013962,José Joaquín Herrero y Sánchez,1858,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1851-1880,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q9013962,José Joaquín Herrero y Sánchez,1858,membership,http://www.wikidata.org/entity/Q1322403,Royal Academy of Fine Arts of San Fernando,4,art academy | art museum | museum | national academy,1851-1880,"['art academy', 'art museum', 'museum', 'national academy']"
http://www.wikidata.org/entity/Q9021528,Leonci Soler i March,1858,education,http://www.wikidata.org/entity/Q219615,University of Barcelona,4,educational organization | open-access publisher | public university | publishing company,1851-1880,"['educational organization', 'open-access publisher', 'public university', 'publishing company']"
http://www.wikidata.org/entity/Q90241,Reinhold Koser,1852,membership,http://www.wikidata.org/entity/Q329464,Royal Prussian Academy of Sciences,1,academy of sciences,1851-1880,['academy of sciences']
http://www.wikidata.org/entity/Q90241,Reinhold Koser,1852,employment,http://www.wikidata.org/entity/Q152171,University of Bonn,6,comprehensive university | local internet registry | public research university | public university | publishing company | university of excellence,1851-1880,"['comprehensive university', 'local internet registry', 'public research university', 'public university', 'publishing company', 'university of excellence']"
http://www.wikidata.org/entity/Q90241,Reinhold Koser,1852,employment,http://www.wikidata.org/entity/Q152087,Humboldt-Universität zu Berlin,4,comprehensive university | open-access publisher | public research university | university of excellence,1851-1880,"['comprehensive university', 'open-access publisher', 'public research university', 'university of excellence']"
http://www.wikidata.org/entity/Q90241,Reinhold Koser,1852,membership,http://www.wikidata.org/entity/Q684415,Bavarian Academy of Sciences and Humanities,3,academy of sciences | book publisher | organization,1851-1880,"['academy of sciences', 'book publisher', 'organization']"
http://www.wikidata.org/entity/Q90241,Reinhold Koser,1852,membership,http://www.wikidata.org/entity/Q1792159,"Royal Swedish Academy of Letters, History and Antiquities",3,academy of sciences | national academy | swedish royal academies,1851-1880,"['academy of sciences', 'national academy', 'swedish royal academies']"
http://www.wikidata.org/entity/Q90411450,Y. S. Koskimies,1908,education,http://www.wikidata.org/entity/Q28695,University of Helsinki,2,organization | public university,1881-1910,"['organization', 'public university']"
http://www.wikidata.org/entity/Q9065976,Raimon Noguera i de Guzman,1897,membership,http://www.wikidata.org/entity/Q29790235,Philosophy and science sections of the Institut d'Estudis Catalans,1,organization,1881-1910,['organization']
http://www.wikidata.org/entity/Q9065976,Raimon Noguera i de Guzman,1897,education,http://www.wikidata.org/entity/Q219615,University of Barcelona,4,educational organization | open-access publisher | public university | publishing company,1881-1910,"['educational organization', 'open-access publisher', 'public university', 'publishing company']"
http://www.wikidata.org/entity/Q90792173,Petr Rak,1960,membership,http://www.wikidata.org/entity/Q2985386,editorial board,1,committee,1941-1970,['committee']
http://www.wikidata.org/entity/Q90792173,Petr Rak,1960,employment,http://www.wikidata.org/entity/Q18920590,State Regional Archives Litoměřice,1,state regional archive (czechia),1941-1970,['state regional archive (czechia)']
http://www.wikidata.org/entity/Q90792173,Petr Rak,1960,employment,http://www.wikidata.org/entity/Q637099,Jan Evangelista Purkyně University in Ústí nad Labem,3,czech research institution | publishing company | university,1941-1970,"['czech research institution', 'publishing company', 'university']"
http://www.wikidata.org/entity/Q9093334,Vicente Navarro Reverter y Gomis,1900,membership,http://www.wikidata.org/entity/Q35854422,"Cuerpo Facultativo de Archiveros, Bibliotecarios y Arqueólogos",2,corporation | organization,1881-1910,"['corporation', 'organization']"
http://www.wikidata.org/entity/Q91352177,Micheline Kerney Walsh,1919,membership,http://www.wikidata.org/entity/Q931502,Order of Isabella the Catholic,2,civil decoration | order,1911-1940,"['civil decoration', 'order']"
http://www.wikidata.org/entity/Q91352177,Micheline Kerney Walsh,1919,education,http://www.wikidata.org/entity/Q1068258,University College Dublin,3,organization | public university | research university,1911-1940,"['organization', 'public university', 'research university']"
http://www.wikidata.org/entity/Q9140513,Adam Wolff,1899,education,http://www.wikidata.org/entity/Q144488,University of Warsaw,2,campus university | university,1881-1910,"['campus university', 'university']"
http://www.wikidata.org/entity/Q9145601,Aleksander Kossowski,1886,employment,http://www.wikidata.org/entity/Q2031051,Perm State University,2,national research university | open-access publisher,1881-1910,"['national research university', 'open-access publisher']"
http://www.wikidata.org/entity/Q9145601,Aleksander Kossowski,1886,employment,http://www.wikidata.org/entity/Q175529,John Paul II Catholic University of Lublin,2,catholic university | university,1881-1910,"['catholic university', 'university']"
http://www.wikidata.org/entity/Q9145601,Aleksander Kossowski,1886,employment,http://www.wikidata.org/entity/Q27621,Saint Petersburg State University,2,open-access publisher | public university,1881-1910,"['open-access publisher', 'public university']"
http://www.wikidata.org/entity/Q9145601,Aleksander Kossowski,1886,education,http://www.wikidata.org/entity/Q27621,Saint Petersburg State University,2,open-access publisher | public university,1881-1910,"['open-access publisher', 'public university']"
http://www.wikidata.org/entity/Q91473121,Francis Waring Robinson,1907,education,http://www.wikidata.org/entity/Q214654,Sorbonne,2,higher education institution | school building,1881-1910,"['higher education institution', 'school building']"
http://www.wikidata.org/entity/Q91473121,Francis Waring Robinson,1907,employment,http://www.wikidata.org/entity/Q349055,Wayne State University,2,public educational institution of the united states | public research university,1881-1910,"['public educational institution of the united states', 'public research university']"
http://www.wikidata.org/entity/Q91473121,Francis Waring Robinson,1907,education,http://www.wikidata.org/entity/Q21578,Princeton University,5,academic publisher | colonial colleges | private not-for-profit educational institution | private university | research university,1881-1910,"['academic publisher', 'colonial colleges', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q91473121,Francis Waring Robinson,1907,membership,http://www.wikidata.org/entity/Q2842849,American Alliance of Museums,1,museum alliance,1881-1910,['museum alliance']
http://www.wikidata.org/entity/Q91473121,Francis Waring Robinson,1907,membership,http://www.wikidata.org/entity/Q5146323,College Art Association,2,learned society | publishing company,1881-1910,"['learned society', 'publishing company']"
http://www.wikidata.org/entity/Q91473121,Francis Waring Robinson,1907,employment,http://www.wikidata.org/entity/Q1201549,Detroit Institute of Arts,5,art museum | medical check-up | movie theater | museum | performing arts center,1881-1910,"['art museum', 'medical check-up', 'movie theater', 'museum', 'performing arts center']"
http://www.wikidata.org/entity/Q91473121,Francis Waring Robinson,1907,education,http://www.wikidata.org/entity/Q1630782,Hotchkiss School,2,boarding school | university-preparatory school,1881-1910,"['boarding school', 'university-preparatory school']"
http://www.wikidata.org/entity/Q91473121,Francis Waring Robinson,1907,employment,http://www.wikidata.org/entity/Q49133,Museum of Fine Arts Boston,3,art museum | medical check-up | museum,1881-1910,"['art museum', 'medical check-up', 'museum']"
http://www.wikidata.org/entity/Q91473121,Francis Waring Robinson,1907,employment,http://www.wikidata.org/entity/Q2970522,Cincinnati Art Museum,3,art museum | medical check-up | museum,1881-1910,"['art museum', 'medical check-up', 'museum']"
http://www.wikidata.org/entity/Q91473121,Francis Waring Robinson,1907,education,http://www.wikidata.org/entity/Q13371,Harvard University,4,colonial colleges | private not-for-profit educational institution | private university | research university,1881-1910,"['colonial colleges', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q91473121,Francis Waring Robinson,1907,membership,http://www.wikidata.org/entity/Q632218,Archaeological Institute of America,2,learned society | medical check-up,1881-1910,"['learned society', 'medical check-up']"
http://www.wikidata.org/entity/Q9151567,Andrzej Biernat,1949,employment,http://www.wikidata.org/entity/Q11788656,Head Office of State Archives,1,government agency,1941-1970,['government agency']
http://www.wikidata.org/entity/Q9151567,Andrzej Biernat,1949,membership,http://www.wikidata.org/entity/Q7209923,Polish Historical Society,2,learned society | voluntary association,1941-1970,"['learned society', 'voluntary association']"
http://www.wikidata.org/entity/Q9151567,Andrzej Biernat,1949,employment,http://www.wikidata.org/entity/Q144488,University of Warsaw,2,campus university | university,1941-1970,"['campus university', 'university']"
http://www.wikidata.org/entity/Q9151567,Andrzej Biernat,1949,education,http://www.wikidata.org/entity/Q144488,University of Warsaw,2,campus university | university,1941-1970,"['campus university', 'university']"
http://www.wikidata.org/entity/Q9153678,Andrzej Suchcitz,1959,membership,http://www.wikidata.org/entity/Q11822792,Polish Society of Arts and Sciences Abroad,2,learned society | voluntary association,1941-1970,"['learned society', 'voluntary association']"
http://www.wikidata.org/entity/Q9153678,Andrzej Suchcitz,1959,membership,http://www.wikidata.org/entity/Q86685944,Polish Cultural Foundation,1,organization,1941-1970,['organization']
http://www.wikidata.org/entity/Q9153678,Andrzej Suchcitz,1959,education,http://www.wikidata.org/entity/Q170027,University of London,4,educational organization | higher education institution | open-access publisher | university,1941-1970,"['educational organization', 'higher education institution', 'open-access publisher', 'university']"
http://www.wikidata.org/entity/Q9153678,Andrzej Suchcitz,1959,employment,http://www.wikidata.org/entity/Q9347426,Polish Underground Movement Study Trust,1,cultural institution,1941-1970,['cultural institution']
http://www.wikidata.org/entity/Q9153678,Andrzej Suchcitz,1959,employment,http://www.wikidata.org/entity/Q7209930,Polish Institute and Sikorski Museum,1,military museum,1941-1970,['military museum']
http://www.wikidata.org/entity/Q9153678,Andrzej Suchcitz,1959,membership,http://www.wikidata.org/entity/Q20035076,Polish Historical Society of Great Britain,1,organization,1941-1970,['organization']
http://www.wikidata.org/entity/Q9153678,Andrzej Suchcitz,1959,membership,http://www.wikidata.org/entity/Q1571846,Council for the Protection of Struggle and Martyrdom Sites,1,government agency,1941-1970,['government agency']
http://www.wikidata.org/entity/Q9153794,Andrzej Tomczak,1922,membership,http://www.wikidata.org/entity/Q7209923,Polish Historical Society,2,learned society | voluntary association,1911-1940,"['learned society', 'voluntary association']"
http://www.wikidata.org/entity/Q9153794,Andrzej Tomczak,1922,education,http://www.wikidata.org/entity/Q1752712,Nicolaus Copernicus University in Toruń,2,open-access publisher | university,1911-1940,"['open-access publisher', 'university']"
http://www.wikidata.org/entity/Q9153794,Andrzej Tomczak,1922,membership,http://www.wikidata.org/entity/Q9360477,Toruń Society of Arts and Sciences,2,learned society | open-access publisher,1911-1940,"['learned society', 'open-access publisher']"
http://www.wikidata.org/entity/Q9153794,Andrzej Tomczak,1922,membership,http://www.wikidata.org/entity/Q2092629,Polish Academy of Learning,2,open-access publisher | organization,1911-1940,"['open-access publisher', 'organization']"
http://www.wikidata.org/entity/Q9153794,Andrzej Tomczak,1922,employment,http://www.wikidata.org/entity/Q1752712,Nicolaus Copernicus University in Toruń,2,open-access publisher | university,1911-1940,"['open-access publisher', 'university']"
http://www.wikidata.org/entity/Q9154003,Andrzej Wojtkowski,1891,employment,http://www.wikidata.org/entity/Q175529,John Paul II Catholic University of Lublin,2,catholic university | university,1881-1910,"['catholic university', 'university']"
http://www.wikidata.org/entity/Q9154003,Andrzej Wojtkowski,1891,membership,http://www.wikidata.org/entity/Q9360459,The Society of the City of Poznań Enthusiasts,1,organization,1881-1910,['organization']
http://www.wikidata.org/entity/Q9154003,Andrzej Wojtkowski,1891,education,http://www.wikidata.org/entity/Q348402,Adam Mickiewicz University in Poznań,2,open-access publisher | university,1881-1910,"['open-access publisher', 'university']"
http://www.wikidata.org/entity/Q9155111,Anna Dembińska,1895,education,http://www.wikidata.org/entity/Q144488,University of Warsaw,2,campus university | university,1881-1910,"['campus university', 'university']"
http://www.wikidata.org/entity/Q9160164,Arnold Hasselblatt,1852,education,http://www.wikidata.org/entity/Q28024477,Imperial University of Dorpat,1,imperial university of the russian empire,1851-1880,['imperial university of the russian empire']
http://www.wikidata.org/entity/Q91630226,Karl Ludwig,1866,education,http://www.wikidata.org/entity/Q102398119,Deutsche wissenschaftliche Prüfungs-kommission für das Lehramt an Mittelschulen in Prag,2,educational institution | examination board,1851-1880,"['educational institution', 'examination board']"
http://www.wikidata.org/entity/Q91630226,Karl Ludwig,1866,education,http://www.wikidata.org/entity/Q102398072,philosophy faculty of the German university of Prague,1,philosophy faculty,1851-1880,['philosophy faculty']
http://www.wikidata.org/entity/Q9175211,Bogdan Kroll,1928,education,http://www.wikidata.org/entity/Q144488,University of Warsaw,2,campus university | university,1911-1940,"['campus university', 'university']"
http://www.wikidata.org/entity/Q9175211,Bogdan Kroll,1928,employment,http://www.wikidata.org/entity/Q11788656,Head Office of State Archives,1,government agency,1911-1940,['government agency']
http://www.wikidata.org/entity/Q9175999,Bogusława Czajecka,1938,education,http://www.wikidata.org/entity/Q9379463,"Faculty of History, Adam Mickiewicz University",1,faculty of history,1911-1940,['faculty of history']
http://www.wikidata.org/entity/Q9176219,Bohdan Ryszewski,1934,employment,http://www.wikidata.org/entity/Q1752712,Nicolaus Copernicus University in Toruń,2,open-access publisher | university,1911-1940,"['open-access publisher', 'university']"
http://www.wikidata.org/entity/Q9176219,Bohdan Ryszewski,1934,education,http://www.wikidata.org/entity/Q1752712,Nicolaus Copernicus University in Toruń,2,open-access publisher | university,1911-1940,"['open-access publisher', 'university']"
http://www.wikidata.org/entity/Q9199507,Czesława Ohryzko-Włodarska,1927,education,http://www.wikidata.org/entity/Q137503,University of Łódź,2,open-access publisher | university,1911-1940,"['open-access publisher', 'university']"
http://www.wikidata.org/entity/Q92130,Otto Bettmann,1903,education,http://www.wikidata.org/entity/Q154804,Leipzig University,4,comprehensive university | open-access publisher | public university | university of applied sciences,1881-1910,"['comprehensive university', 'open-access publisher', 'public university', 'university of applied sciences']"
http://www.wikidata.org/entity/Q922350,Henri-Jean Martin,1924,education,http://www.wikidata.org/entity/Q1878600,Lycée Henri-IV,2,educational facility | educational institution,1911-1940,"['educational facility', 'educational institution']"
http://www.wikidata.org/entity/Q922350,Henri-Jean Martin,1924,education,http://www.wikidata.org/entity/Q926749,Lycée Condorcet,1,educational facility,1911-1940,['educational facility']
http://www.wikidata.org/entity/Q922350,Henri-Jean Martin,1924,education,http://www.wikidata.org/entity/Q273570,École des chartes,2,grand établissement | grande école,1911-1940,"['grand établissement', 'grande école']"
http://www.wikidata.org/entity/Q922350,Henri-Jean Martin,1924,employment,http://www.wikidata.org/entity/Q280413,National Center for Scientific Research,4,open-access publisher | organization | public research institution in france | research institute,1911-1940,"['open-access publisher', 'organization', 'public research institution in france', 'research institute']"
http://www.wikidata.org/entity/Q922350,Henri-Jean Martin,1924,membership,http://www.wikidata.org/entity/Q28845821,Société de l'histoire de Paris et de l'Île-de-France,2,learned society | national academy,1911-1940,"['learned society', 'national academy']"
http://www.wikidata.org/entity/Q922350,Henri-Jean Martin,1924,education,http://www.wikidata.org/entity/Q3064325,Faculty of Arts of Paris,1,faculty,1911-1940,['faculty']
http://www.wikidata.org/entity/Q922350,Henri-Jean Martin,1924,employment,http://www.wikidata.org/entity/Q273631,École pratique des hautes études,2,educational institution | grand établissement,1911-1940,"['educational institution', 'grand établissement']"
http://www.wikidata.org/entity/Q922350,Henri-Jean Martin,1924,employment,http://www.wikidata.org/entity/Q193563,Bibliothèque nationale de France,4,catalogue | national library | organization | publishing company,1911-1940,"['catalogue', 'national library', 'organization', 'publishing company']"
http://www.wikidata.org/entity/Q922350,Henri-Jean Martin,1924,employment,http://www.wikidata.org/entity/Q273570,École des chartes,2,grand établissement | grande école,1911-1940,"['grand établissement', 'grande école']"
http://www.wikidata.org/entity/Q923932,Nicolaas Wilhelmus Posthumus,1880,education,http://www.wikidata.org/entity/Q214341,University of Amsterdam,2,research institute | university,1851-1880,"['research institute', 'university']"
http://www.wikidata.org/entity/Q923932,Nicolaas Wilhelmus Posthumus,1880,employment,http://www.wikidata.org/entity/Q633529,Erasmus University Rotterdam,2,organization | public university,1851-1880,"['organization', 'public university']"
http://www.wikidata.org/entity/Q923932,Nicolaas Wilhelmus Posthumus,1880,employment,http://www.wikidata.org/entity/Q214341,University of Amsterdam,2,research institute | university,1851-1880,"['research institute', 'university']"
http://www.wikidata.org/entity/Q923932,Nicolaas Wilhelmus Posthumus,1880,membership,http://www.wikidata.org/entity/Q1301699,Koninklijke Vlaamse Academie van België voor Wetenschappen en Kunsten,1,academy of sciences and arts,1851-1880,['academy of sciences and arts']
http://www.wikidata.org/entity/Q923932,Nicolaas Wilhelmus Posthumus,1880,membership,http://www.wikidata.org/entity/Q253439,Royal Netherlands Academy of Arts and Sciences,4,academic publisher | academy of sciences | national academy | zelfstandig bestuursorgaan,1851-1880,"['academic publisher', 'academy of sciences', 'national academy', 'zelfstandig bestuursorgaan']"
http://www.wikidata.org/entity/Q9255845,Yevhen Barvinskyi,1874,employment,http://www.wikidata.org/entity/Q12149398,Q12149398,1,newspaper,1851-1880,['newspaper']
http://www.wikidata.org/entity/Q9255845,Yevhen Barvinskyi,1874,education,http://www.wikidata.org/entity/Q9379652,Law Faculty of Lviv University,1,faculty of law,1851-1880,['faculty of law']
http://www.wikidata.org/entity/Q9255845,Yevhen Barvinskyi,1874,membership,http://www.wikidata.org/entity/Q2991053,Shevchenko Scientific Society,2,learned society | scientific society,1851-1880,"['learned society', 'scientific society']"
http://www.wikidata.org/entity/Q9255845,Yevhen Barvinskyi,1874,employment,http://www.wikidata.org/entity/Q4146774,State Archive of Lviv Oblast,1,state archives,1851-1880,['state archives']
http://www.wikidata.org/entity/Q9262491,Franciszek Jaworski,1873,education,http://www.wikidata.org/entity/Q9379652,Law Faculty of Lviv University,1,faculty of law,1851-1880,['faculty of law']
http://www.wikidata.org/entity/Q9263163,Franciszka Ramotowska,1922,education,http://www.wikidata.org/entity/Q144488,University of Warsaw,2,campus university | university,1911-1940,"['campus university', 'university']"
http://www.wikidata.org/entity/Q9263163,Franciszka Ramotowska,1922,employment,http://www.wikidata.org/entity/Q11788656,Head Office of State Archives,1,government agency,1911-1940,['government agency']
http://www.wikidata.org/entity/Q9282223,Grzegorz Łukomski,1956,employment,http://www.wikidata.org/entity/Q348402,Adam Mickiewicz University in Poznań,2,open-access publisher | university,1941-1970,"['open-access publisher', 'university']"
http://www.wikidata.org/entity/Q9282223,Grzegorz Łukomski,1956,education,http://www.wikidata.org/entity/Q348402,Adam Mickiewicz University in Poznań,2,open-access publisher | university,1941-1970,"['open-access publisher', 'university']"
http://www.wikidata.org/entity/Q9285437,Halina Robótka,1946,membership,http://www.wikidata.org/entity/Q7209923,Polish Historical Society,2,learned society | voluntary association,1941-1970,"['learned society', 'voluntary association']"
http://www.wikidata.org/entity/Q9285437,Halina Robótka,1946,education,http://www.wikidata.org/entity/Q1752712,Nicolaus Copernicus University in Toruń,2,open-access publisher | university,1941-1970,"['open-access publisher', 'university']"
http://www.wikidata.org/entity/Q9285437,Halina Robótka,1946,employment,http://www.wikidata.org/entity/Q1752712,Nicolaus Copernicus University in Toruń,2,open-access publisher | university,1941-1970,"['open-access publisher', 'university']"
http://www.wikidata.org/entity/Q9287392,Helena Polaczkówna,1881,employment,http://www.wikidata.org/entity/Q80207,Lviv University,2,public university,1881-1910,['public university']
http://www.wikidata.org/entity/Q9287392,Helena Polaczkówna,1881,education,http://www.wikidata.org/entity/Q80207,Lviv University,2,public university,1881-1910,['public university']
http://www.wikidata.org/entity/Q9287392,Helena Polaczkówna,1881,membership,http://www.wikidata.org/entity/Q6706991,Lwów Scientific Society,2,scientific society,1881-1910,['scientific society']
http://www.wikidata.org/entity/Q92918283,Giovanni Cecchini,1897,employment,http://www.wikidata.org/entity/Q16528115,State Archives of Perugia,1,state archive,1881-1910,['state archive']
http://www.wikidata.org/entity/Q92918283,Giovanni Cecchini,1897,employment,http://www.wikidata.org/entity/Q3639560,Biblioteca comunale Augusta,3,archive | conservation library | library of an italian territorial body,1881-1910,"['archive', 'conservation library', 'library of an italian territorial body']"
http://www.wikidata.org/entity/Q92945,Brewster Kahle,1960,employment,http://www.wikidata.org/entity/Q461,Internet Archive,4,digital library | medical check-up | web archive | website,1941-1970,"['digital library', 'medical check-up', 'web archive', 'website']"
http://www.wikidata.org/entity/Q92945,Brewster Kahle,1960,education,http://www.wikidata.org/entity/Q14707276,Scarsdale High School,1,high school,1941-1970,['high school']
http://www.wikidata.org/entity/Q92945,Brewster Kahle,1960,education,http://www.wikidata.org/entity/Q49108,Massachusetts Institute of Technology,6,academic publisher | institute of technology | institute of technology | private not-for-profit educational institution | space grant institution | university,1941-1970,"['academic publisher', 'institute of technology', 'institute of technology', 'private not-for-profit educational institution', 'space grant institution', 'university']"
http://www.wikidata.org/entity/Q92945,Brewster Kahle,1960,membership,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,3,academic publisher | learned society | medical check-up,1941-1970,"['academic publisher', 'learned society', 'medical check-up']"
http://www.wikidata.org/entity/Q9302569,Radosław Gaziński,1960,employment,http://www.wikidata.org/entity/Q1752716,University of Szczecin,1,public university,1941-1970,['public university']
http://www.wikidata.org/entity/Q93222453,Pier Luigi Bassignana,1941,education,http://www.wikidata.org/entity/Q499911,University of Turin,2,open-access publisher | university,1941-1970,"['open-access publisher', 'university']"
http://www.wikidata.org/entity/Q93225651,Lorenzo Tanzini,1976,employment,http://www.wikidata.org/entity/Q2067315,University of Cagliari,3,archive | open-access publisher | public university,1971-2000,"['archive', 'open-access publisher', 'public university']"
http://www.wikidata.org/entity/Q93233597,Luis Javier Fortún,1956,employment,http://www.wikidata.org/entity/Q926068,University of Navarre,4,catholic university | open-access publisher | organization | private university,1941-1970,"['catholic university', 'open-access publisher', 'organization', 'private university']"
http://www.wikidata.org/entity/Q93233597,Luis Javier Fortún,1956,employment,http://www.wikidata.org/entity/Q3179598,Public University of Navarre,2,organization | public university,1941-1970,"['organization', 'public university']"
http://www.wikidata.org/entity/Q93233597,Luis Javier Fortún,1956,education,http://www.wikidata.org/entity/Q926068,University of Navarre,4,catholic university | open-access publisher | organization | private university,1941-1970,"['catholic university', 'open-access publisher', 'organization', 'private university']"
http://www.wikidata.org/entity/Q93233597,Luis Javier Fortún,1956,employment,http://www.wikidata.org/entity/Q2742602,Parliament of Navarre,3,building | spanish regional parliament | unicameral legislature,1941-1970,"['building', 'spanish regional parliament', 'unicameral legislature']"
http://www.wikidata.org/entity/Q93237111,Miguel Jiménez Monteserín,1951,membership,http://www.wikidata.org/entity/Q2720582,Royal Academy of History,3,academy | archive | publishing company,1941-1970,"['academy', 'archive', 'publishing company']"
http://www.wikidata.org/entity/Q93238946,Christoph Volkmar,1977,employment,http://www.wikidata.org/entity/Q28720027,Stadtarchiv Magdeburg,1,municipal archive,1971-2000,['municipal archive']
http://www.wikidata.org/entity/Q93243575,Arnaud Baudin,1973,employment,http://www.wikidata.org/entity/Q2860473,Departmental archives of Aube,1,departmental archives,1971-2000,['departmental archives']
http://www.wikidata.org/entity/Q93243575,Arnaud Baudin,1973,education,http://www.wikidata.org/entity/Q999763,University of Paris 1 Pantheon-Sorbonne,1,university in france,1971-2000,['university in france']
http://www.wikidata.org/entity/Q93252052,Ivan Chvatík,1941,education,http://www.wikidata.org/entity/Q1329478,Czech Technical University in Prague,4,czech research institution | open-access publisher | public university | publishing company,1941-1970,"['czech research institution', 'open-access publisher', 'public university', 'publishing company']"
http://www.wikidata.org/entity/Q93371576,Darío de Areitio y Mendiolea,1879,membership,http://www.wikidata.org/entity/Q2720582,Royal Academy of History,3,academy | archive | publishing company,1851-1880,"['academy', 'archive', 'publishing company']"
http://www.wikidata.org/entity/Q93371937,Laureà Pagarolas i Sabaté,1956,employment,http://www.wikidata.org/entity/Q43452,Autonomous University of Barcelona,3,open-access publisher | organization | public university,1941-1970,"['open-access publisher', 'organization', 'public university']"
http://www.wikidata.org/entity/Q93371937,Laureà Pagarolas i Sabaté,1956,employment,http://www.wikidata.org/entity/Q24543,Pompeu Fabra University,1,public university,1941-1970,['public university']
http://www.wikidata.org/entity/Q93371937,Laureà Pagarolas i Sabaté,1956,employment,http://www.wikidata.org/entity/Q18005146,Col·legi de Notaris de Catalunya,1,colegio profesional,1941-1970,['colegio profesional']
http://www.wikidata.org/entity/Q93371937,Laureà Pagarolas i Sabaté,1956,education,http://www.wikidata.org/entity/Q219615,University of Barcelona,4,educational organization | open-access publisher | public university | publishing company,1941-1970,"['educational organization', 'open-access publisher', 'public university', 'publishing company']"
